Entry	Entry Name	Protein names	Organism	Organism (ID)
A0A1G4BNX3	A0A1G4BNX3_9PEZI	cutinase (EC 3.1.1.74)	Colletotrichum orchidophilum	1209926
A0A1G4BSU2	A0A1G4BSU2_9PEZI	Cutinase (EC 3.1.1.74)	Colletotrichum orchidophilum	1209926
A0A1G4V914	A0A1G4V914_9MYCO	cutinase (EC 3.1.1.74)	Mycolicibacterium fluoranthenivorans	258505
A0A1G4WLR8	A0A1G4WLR8_9MYCO	Cutinase (EC 3.1.1.-)	Mycolicibacterium fluoranthenivorans	258505
A0A1G4WLT0	A0A1G4WLT0_9MYCO	Cutinase (EC 3.1.1.-)	Mycolicibacterium fluoranthenivorans	258505
A0A1G4WLT9	A0A1G4WLT9_9MYCO	Cutinase (EC 3.1.1.-)	Mycolicibacterium fluoranthenivorans	258505
A0A1G4WLZ1	A0A1G4WLZ1_9MYCO	Cutinase (EC 3.1.1.-)	Mycolicibacterium fluoranthenivorans	258505
A0A1G4WMU8	A0A1G4WMU8_9MYCO	Cutinase (EC 3.1.1.-)	Mycolicibacterium fluoranthenivorans	258505
A0A1G4WWR1	A0A1G4WWR1_9MYCO	Cutinase (EC 3.1.1.-)	Mycolicibacterium fluoranthenivorans	258505
A0A1G6WMH7	A0A1G6WMH7_9ACTN	Cutinase	Auraticoccus monumenti	675864
A0A1H2LC86	A0A1H2LC86_9ACTN	Cutinase (EC 3.1.1.-)	Gordonia westfalica	158898
A0A1H6J2H3	A0A1H6J2H3_MYCRU	Cutinase (EC 3.1.1.-)	Mycolicibacterium rutilum (Mycobacterium rutilum)	370526
A0A1H6JUU7	A0A1H6JUU7_MYCRU	Cutinase (EC 3.1.1.-)	Mycolicibacterium rutilum (Mycobacterium rutilum)	370526
A0A1H6LVL4	A0A1H6LVL4_MYCRU	Cutinase (EC 3.1.1.-)	Mycolicibacterium rutilum (Mycobacterium rutilum)	370526
A0A1H6M1U0	A0A1H6M1U0_MYCRU	Cutinase (EC 3.1.1.-)	Mycolicibacterium rutilum (Mycobacterium rutilum)	370526
A0A1H7QY52	A0A1H7QY52_9SPHI	PET hydrolase/cutinase-like domain-containing protein	Parapedobacter koreensis	332977
A0A1J0VXA2	A0A1J0VXA2_9NOCA	Cutinase (EC 3.1.1.-)	Nocardia mangyaensis	2213200
A0A1J0VYS1	A0A1J0VYS1_9NOCA	Cutinase	Nocardia mangyaensis	2213200
A0A1J7IJU6	A0A1J7IJU6_9PEZI	Cutinase (EC 3.1.1.74)	Coniochaeta ligniaria NRRL 30616	1408157
A0A1J7JMM9	A0A1J7JMM9_9PEZI	Cutinase (EC 3.1.1.74)	Coniochaeta ligniaria NRRL 30616	1408157
A0A1J9PA38	A0A1J9PA38_9EURO	cutinase (EC 3.1.1.74)	Emergomyces pasteurianus Ep9510	1447872
A0A1J9Q4F8	A0A1J9Q4F8_9EURO	cutinase (EC 3.1.1.74)	Blastomyces percursus	1658174
A0A1J9R0R2	A0A1J9R0R2_9PEZI	cutinase (EC 3.1.1.74)	Diplodia corticola	236234
A0A1J9RFF8	A0A1J9RFF8_9PEZI	cutinase (EC 3.1.1.74)	Diplodia corticola	236234
A0A1J9RXI6	A0A1J9RXI6_9PEZI	cutinase (EC 3.1.1.74)	Diplodia corticola	236234
A0A1J9S0A2	A0A1J9S0A2_9PEZI	cutinase (EC 3.1.1.74)	Diplodia corticola	236234
A0A1K0GDV7	A0A1K0GDV7_9BASI	cutinase (EC 3.1.1.74)	Ustilago bromivora	307758
A0A1L6C5D4	A0A1L6C5D4_MYCTX	Cutinase (EC 3.1.1.-)	Mycobacterium tuberculosis	1773
A0A1L7SN01	A0A1L7SN01_FUSMA	cutinase (EC 3.1.1.74)	Fusarium mangiferae (Mango malformation disease fungus)	192010
A0A1L7T9B8	A0A1L7T9B8_FUSMA	Cutinase (EC 3.1.1.74)	Fusarium mangiferae (Mango malformation disease fungus)	192010
A0A1L7TAX9	A0A1L7TAX9_FUSMA	Cutinase (EC 3.1.1.74)	Fusarium mangiferae (Mango malformation disease fungus)	192010
A0A1L7TTT8	A0A1L7TTT8_FUSMA	Cutinase (EC 3.1.1.74)	Fusarium mangiferae (Mango malformation disease fungus)	192010
A0A1L7TZP3	A0A1L7TZP3_FUSMA	cutinase (EC 3.1.1.74)	Fusarium mangiferae (Mango malformation disease fungus)	192010
A0A1L7VAR5	A0A1L7VAR5_FUSPR	cutinase (EC 3.1.1.74)	Fusarium proliferatum (strain ET1) (Orchid endophyte fungus)	1227346
A0A1L7VTM7	A0A1L7VTM7_FUSPR	Cutinase (EC 3.1.1.74)	Fusarium proliferatum (strain ET1) (Orchid endophyte fungus)	1227346
A0A1L7VTS1	A0A1L7VTS1_FUSPR	Cutinase (EC 3.1.1.74)	Fusarium proliferatum (strain ET1) (Orchid endophyte fungus)	1227346
A0A1L7VUR3	A0A1L7VUR3_FUSPR	Cutinase (EC 3.1.1.74)	Fusarium proliferatum (strain ET1) (Orchid endophyte fungus)	1227346
A0A1L7VY18	A0A1L7VY18_FUSPR	cutinase (EC 3.1.1.74)	Fusarium proliferatum (strain ET1) (Orchid endophyte fungus)	1227346
A0A1L7W4H6	A0A1L7W4H6_FUSPR	Cutinase (EC 3.1.1.74)	Fusarium proliferatum (strain ET1) (Orchid endophyte fungus)	1227346
A0A1L7WGD0	A0A1L7WGD0_9HELO	Cutinase (EC 3.1.1.74)	Phialocephala subalpina	576137
A0A1L7X8E1	A0A1L7X8E1_9HELO	Cutinase (EC 3.1.1.74)	Phialocephala subalpina	576137
A0A1L7X913	A0A1L7X913_9HELO	Cutinase (EC 3.1.1.74)	Phialocephala subalpina	576137
A0A1L7XBM8	A0A1L7XBM8_9HELO	cutinase (EC 3.1.1.74)	Phialocephala subalpina	576137
A0A1L7XCA4	A0A1L7XCA4_9HELO	cutinase (EC 3.1.1.74)	Phialocephala subalpina	576137
A0A1L7XDB3	A0A1L7XDB3_9HELO	Cutinase (EC 3.1.1.74)	Phialocephala subalpina	576137
A0A1L7XR53	A0A1L7XR53_9HELO	Cutinase (EC 3.1.1.74)	Phialocephala subalpina	576137
A0A1L9N071	A0A1L9N071_ASPTC	cutinase (EC 3.1.1.74)	Aspergillus tubingensis (strain CBS 134.48)	767770
A0A1L9N9N6	A0A1L9N9N6_ASPTC	Cutinase (EC 3.1.1.74)	Aspergillus tubingensis (strain CBS 134.48)	767770
A0A1L9PSA9	A0A1L9PSA9_ASPVE	Cutinase (EC 3.1.1.74)	Aspergillus versicolor CBS 583.65	1036611
A0A1L9PUL6	A0A1L9PUL6_ASPVE	Cutinase (EC 3.1.1.74)	Aspergillus versicolor CBS 583.65	1036611
A0A1L9PYQ2	A0A1L9PYQ2_ASPVE	Cutinase (EC 3.1.1.74)	Aspergillus versicolor CBS 583.65	1036611
A0A1L9PZ26	A0A1L9PZ26_ASPVE	cutinase (EC 3.1.1.74)	Aspergillus versicolor CBS 583.65	1036611
A0A1L9R4D6	A0A1L9R4D6_ASPWE	Cutinase (EC 3.1.1.74)	Aspergillus wentii DTO 134E9	1073089
A0A1L9R9P1	A0A1L9R9P1_ASPWE	Cutinase (EC 3.1.1.74)	Aspergillus wentii DTO 134E9	1073089
A0A1L9RF54	A0A1L9RF54_ASPWE	cutinase (EC 3.1.1.74)	Aspergillus wentii DTO 134E9	1073089
A0A1L9RN22	A0A1L9RN22_ASPWE	Cutinase (EC 3.1.1.74)	Aspergillus wentii DTO 134E9	1073089
A0A1L9RPZ1	A0A1L9RPZ1_ASPWE	Cutinase (EC 3.1.1.74)	Aspergillus wentii DTO 134E9	1073089
A0A1L9RZ92	A0A1L9RZ92_ASPWE	Cutinase (EC 3.1.1.74)	Aspergillus wentii DTO 134E9	1073089
A0A1L9SJC3	A0A1L9SJC3_9EURO	Cutinase (EC 3.1.1.74)	Penicilliopsis zonata CBS 506.65	1073090
A0A1L9SUG6	A0A1L9SUG6_9EURO	Cutinase (EC 3.1.1.74)	Penicilliopsis zonata CBS 506.65	1073090
A0A1L9T4G9	A0A1L9T4G9_9EURO	Cutinase (EC 3.1.1.74)	Aspergillus sydowii CBS 593.65	1036612
A0A1L9T7S1	A0A1L9T7S1_9EURO	Cutinase (EC 3.1.1.74)	Aspergillus sydowii CBS 593.65	1036612
A0A1L9T868	A0A1L9T868_9EURO	cutinase (EC 3.1.1.74)	Aspergillus sydowii CBS 593.65	1036612
A0A1L9TEZ3	A0A1L9TEZ3_9EURO	Cutinase (EC 3.1.1.74)	Aspergillus sydowii CBS 593.65	1036612
A0A1L9U368	A0A1L9U368_ASPBC	cutinase (EC 3.1.1.74)	Aspergillus brasiliensis (strain CBS 101740 / IMI 381727 / IBT 21946)	767769
A0A1L9UYJ1	A0A1L9UYJ1_ASPBC	Cutinase (EC 3.1.1.74)	Aspergillus brasiliensis (strain CBS 101740 / IMI 381727 / IBT 21946)	767769
A0A1L9UZ67	A0A1L9UZ67_ASPBC	Cutinase (EC 3.1.1.74)	Aspergillus brasiliensis (strain CBS 101740 / IMI 381727 / IBT 21946)	767769
A0A1L9V7P6	A0A1L9V7P6_ASPGL	Cutinase (EC 3.1.1.74)	Aspergillus glaucus CBS 516.65	1160497
A0A1L9VMV4	A0A1L9VMV4_ASPGL	Cutinase (EC 3.1.1.74)	Aspergillus glaucus CBS 516.65	1160497
A0A1L9WKG0	A0A1L9WKG0_ASPA1	Cutinase (EC 3.1.1.74)	Aspergillus aculeatus (strain ATCC 16872 / CBS 172.66 / WB 5094)	690307
A0A1L9WNQ9	A0A1L9WNQ9_ASPA1	Cutinase (EC 3.1.1.74)	Aspergillus aculeatus (strain ATCC 16872 / CBS 172.66 / WB 5094)	690307
A0A1L9WYN5	A0A1L9WYN5_ASPA1	Cutinase (EC 3.1.1.74)	Aspergillus aculeatus (strain ATCC 16872 / CBS 172.66 / WB 5094)	690307
A0A1L9X6A3	A0A1L9X6A3_ASPA1	cutinase (EC 3.1.1.74)	Aspergillus aculeatus (strain ATCC 16872 / CBS 172.66 / WB 5094)	690307
A0A1M3T2V8	A0A1M3T2V8_ASPLC	cutinase (EC 3.1.1.74)	Aspergillus luchuensis (strain CBS 106.47)	1137211
A0A1M3TXP5	A0A1M3TXP5_ASPLC	Cutinase (EC 3.1.1.74)	Aspergillus luchuensis (strain CBS 106.47)	1137211
A0A1N4MUI9	A0A1N4MUI9_9MYCO	Cutinase (EC 3.1.1.-)	Mycobacteroides abscessus subsp. abscessus	1185650
A0A1N5DVQ3	A0A1N5DVQ3_9MYCO	cutinase (EC 3.1.1.74)	Mycobacteroides abscessus subsp. abscessus	1185650
A0A1Q4H6Q6	A0A1Q4H6Q6_9MYCO	Cutinase (EC 3.1.1.-)	Mycolicibacterium diernhoferi	1801
A0A1Q4H9S9	A0A1Q4H9S9_9MYCO	Cutinase (EC 3.1.1.-)	Mycobacterium paraffinicum	53378
A0A1Q4HCJ9	A0A1Q4HCJ9_9MYCO	Cutinase (EC 3.1.1.-)	Mycolicibacterium diernhoferi	1801
A0A1Q4HEU4	A0A1Q4HEU4_9MYCO	Cutinase (EC 3.1.1.-)	Mycolicibacterium diernhoferi	1801
A0A1Q4HF82	A0A1Q4HF82_9MYCO	Cutinase (EC 3.1.1.-)	Mycolicibacterium diernhoferi	1801
A0A1Q4HFA7	A0A1Q4HFA7_9MYCO	Cutinase (EC 3.1.1.-)	Mycolicibacterium diernhoferi	1801
A0A1Q4HJL3	A0A1Q4HJL3_9MYCO	Cutinase (EC 3.1.1.-)	Mycolicibacterium diernhoferi	1801
A0A1Q4HJW2	A0A1Q4HJW2_9MYCO	Cutinase (EC 3.1.1.-)	Mycolicibacterium diernhoferi	1801
A0A1Q4HMQ2	A0A1Q4HMQ2_9MYCO	Cutinase (EC 3.1.1.-)	Mycobacterium paraffinicum	53378
A0A1Q4HMW3	A0A1Q4HMW3_9MYCO	Cutinase (EC 3.1.1.-)	Mycobacterium paraffinicum	53378
A0A1Q4HWJ3	A0A1Q4HWJ3_9MYCO	Cutinase (EC 3.1.1.-)	Mycobacterium paraffinicum	53378
A0A1Q4HYD3	A0A1Q4HYD3_9MYCO	Cutinase (EC 3.1.1.-)	Mycobacterium paraffinicum	53378
A0A1Q5TF97	A0A1Q5TF97_9EURO	Cutinase (EC 3.1.1.74)	Penicillium subrubescens	1316194
A0A1Q5UBS9	A0A1Q5UBS9_9EURO	cutinase (EC 3.1.1.74)	Penicillium subrubescens	1316194
A0A1Q5UDU9	A0A1Q5UDU9_9EURO	Cutinase (EC 3.1.1.74)	Penicillium subrubescens	1316194
A0A1Q5UHU9	A0A1Q5UHU9_9EURO	cutinase (EC 3.1.1.74)	Penicillium subrubescens	1316194
A0A1Q5UMX3	A0A1Q5UMX3_9EURO	cutinase (EC 3.1.1.74)	Penicillium subrubescens	1316194
A0A1Q8RA11	A0A1Q8RA11_9PEZI	Cutinase (EC 3.1.1.74)	Colletotrichum chlorophyti	708187
A0A1Q8RC82	A0A1Q8RC82_9PEZI	cutinase (EC 3.1.1.74)	Colletotrichum chlorophyti	708187
A0A1Q8RGN5	A0A1Q8RGN5_9PEZI	Cutinase (EC 3.1.1.74)	Colletotrichum chlorophyti	708187
A0A1Q8RPL7	A0A1Q8RPL7_9PEZI	cutinase (EC 3.1.1.74)	Colletotrichum chlorophyti	708187
A0A1Q8RV50	A0A1Q8RV50_9PEZI	Cutinase (EC 3.1.1.74)	Colletotrichum chlorophyti	708187
A0A1Q8S1D3	A0A1Q8S1D3_9PEZI	Cutinase (EC 3.1.1.74)	Colletotrichum chlorophyti	708187
A0A1Q8S862	A0A1Q8S862_9PEZI	Cutinase (EC 3.1.1.74)	Colletotrichum chlorophyti	708187
A0A1Q9W399	A0A1Q9W399_9MYCO	Cutinase (EC 3.1.1.-)	Mycobacterium syngnathidarum	1908205
A0A1Q9W3A5	A0A1Q9W3A5_9MYCO	Cutinase (EC 3.1.1.-)	Mycobacterium syngnathidarum	1908205
A0A1Q9W4G8	A0A1Q9W4G8_9MYCO	Cutinase (EC 3.1.1.-)	Mycobacterium syngnathidarum	1908205
A0A1Q9W713	A0A1Q9W713_9MYCO	Cutinase (EC 3.1.1.-)	Mycobacterium syngnathidarum	1908205
A0A1R3RXW8	A0A1R3RXW8_ASPC5	cutinase (EC 3.1.1.74)	Aspergillus carbonarius (strain ITEM 5010)	602072
A0A1R3RXX3	A0A1R3RXX3_ASPC5	Cutinase (EC 3.1.1.74)	Aspergillus carbonarius (strain ITEM 5010)	602072
A0A1R4I8P1	A0A1R4I8P1_9ACTN	Cutinase	Luteococcus japonicus LSP_Lj1	1255658
A0A1S1JMT7	A0A1S1JMT7_9MYCO	Cutinase (EC 3.1.1.-)	Mycobacteroides saopaulense	1578165
A0A1S1JWX1	A0A1S1JWX1_9MYCO	Cutinase (EC 3.1.1.-)	Mycobacterium syngnathidarum	1908205
A0A1S1K6R3	A0A1S1K6R3_9MYCO	Cutinase (EC 3.1.1.-)	Mycobacterium syngnathidarum	1908205
A0A1S1KEF4	A0A1S1KEF4_9MYCO	Cutinase (EC 3.1.1.-)	Mycobacterium syngnathidarum	1908205
A0A1S1KLU1	A0A1S1KLU1_9MYCO	Cutinase (EC 3.1.1.-)	Mycobacterium syngnathidarum	1908205
A0A1S1LAE2	A0A1S1LAE2_9MYCO	Cutinase (EC 3.1.1.-)	Mycobacteroides franklinii	948102
A0A1S1LK75	A0A1S1LK75_MYCCH	Cutinase (EC 3.1.1.-)	Mycobacteroides chelonae (Mycobacterium chelonae)	1774
A0A1S1MCY1	A0A1S1MCY1_MYCCH	Cutinase (EC 3.1.1.-)	Mycobacteroides chelonae (Mycobacterium chelonae)	1774
A0A1S1N1V6	A0A1S1N1V6_9MYCO	Cutinase (EC 3.1.1.-)	Mycobacterium talmoniae	1858794
A0A1S1NE89	A0A1S1NE89_9MYCO	Cutinase (EC 3.1.1.-)	Mycobacterium talmoniae	1858794
A0A1S1NFH6	A0A1S1NFH6_9MYCO	Cutinase (EC 3.1.1.-)	Mycobacterium talmoniae	1858794
A0A1S1NG29	A0A1S1NG29_9MYCO	Cutinase (EC 3.1.1.-)	Mycobacterium talmoniae	1858794
A0A1S1NPY1	A0A1S1NPY1_9MYCO	Cutinase (EC 3.1.1.-)	Mycobacterium talmoniae	1858794
A0A1S6YJF3	A0A1S6YJF3_MALCI	Cutinase (EC 3.1.1.74)	Malbranchea cinnamomea (Thermophilic fungus) (Malbranchea sulfurea)	5041
A0A1S8AAE9	A0A1S8AAE9_ROSNE	Cutinase (EC 3.1.1.74)	Rosellinia necatrix (White root-rot fungus)	77044
A0A1S8B2P3	A0A1S8B2P3_9PEZI	Cutinase (EC 3.1.1.74)	Diplodia seriata	420778
A0A1S8B4K8	A0A1S8B4K8_9PEZI	Cutinase (EC 3.1.1.74)	Diplodia seriata	420778
A0A1S8B9L3	A0A1S8B9L3_9PEZI	cutinase (EC 3.1.1.74)	Diplodia seriata	420778
A0A1S8BAT0	A0A1S8BAT0_9PEZI	cutinase (EC 3.1.1.74)	Diplodia seriata	420778
A0A1S8BAV9	A0A1S8BAV9_9PEZI	Cutinase (EC 3.1.1.74)	Diplodia seriata	420778
A0A1S8BJT5	A0A1S8BJT5_9PEZI	cutinase (EC 3.1.1.74)	Diplodia seriata	420778
A0A1S9DDD9	A0A1S9DDD9_ASPOZ	Cutinase (EC 3.1.1.74)	Aspergillus oryzae (Yellow koji mold)	5062
A0A1S9DKL5	A0A1S9DKL5_ASPOZ	Cutinase (EC 3.1.1.74)	Aspergillus oryzae (Yellow koji mold)	5062
A0A1S9DX15	A0A1S9DX15_ASPOZ	Cutinase (EC 3.1.1.74)	Aspergillus oryzae (Yellow koji mold)	5062
A0A1S9DXD5	A0A1S9DXD5_ASPOZ	Cutinase (EC 3.1.1.74)	Aspergillus oryzae (Yellow koji mold)	5062
A0A1S9RD70	A0A1S9RD70_PENBI	Cutinase (EC 3.1.1.74)	Penicillium brasilianum	104259
A0A1S9RR42	A0A1S9RR42_PENBI	Cutinase (EC 3.1.1.74)	Penicillium brasilianum	104259
A0A1S9RRU3	A0A1S9RRU3_PENBI	Cutinase (EC 3.1.1.74)	Penicillium brasilianum	104259
A0A1T3C7W5	A0A1T3C7W5_9HYPO	Cutinase (EC 3.1.1.74)	Trichoderma guizhouense	1491466
A0A1T3CI71	A0A1T3CI71_9HYPO	cutinase (EC 3.1.1.74)	Trichoderma guizhouense	1491466
A0A1T3CI81	A0A1T3CI81_9HYPO	cutinase (EC 3.1.1.74)	Trichoderma guizhouense	1491466
A0A1T3WLS1	A0A1T3WLS1_9MYCO	Cutinase (EC 3.1.1.-)	Mycolicibacterium diernhoferi	1801
A0A1T7ADY3	A0A1T7ADY3_9MYCO	Cutinase (EC 3.1.1.-)	Mycobacteroides abscessus subsp. massiliense	1962118
A0A1T9T1N5	A0A1T9T1N5_9MYCO	cutinase (EC 3.1.1.74)	Mycobacteroides abscessus subsp. massiliense	1962118
A0A1U4KJJ9	A0A1U4KJJ9_9MYCO	cutinase (EC 3.1.1.74)	Mycobacteroides abscessus subsp. massiliense	1962118
A0A1V2TDW9	A0A1V2TDW9_9NOCA	Cutinase	Nocardia donostiensis	1538463
A0A1V3WMI6	A0A1V3WMI6_MYCKA	Cutinase (EC 3.1.1.-)	Mycobacterium kansasii	1768
A0A1V3X0D5	A0A1V3X0D5_MYCKA	Cutinase	Mycobacterium kansasii	1768
A0A1V3X3Z7	A0A1V3X3Z7_MYCKA	Cutinase (EC 3.1.1.-)	Mycobacterium kansasii	1768
A0A1V3X509	A0A1V3X509_MYCKA	Cutinase (EC 3.1.1.-)	Mycobacterium kansasii	1768
A0A1V3XCF8	A0A1V3XCF8_MYCKA	Cutinase (EC 3.1.1.-)	Mycobacterium kansasii	1768
A0A1V3XCM5	A0A1V3XCM5_MYCKA	Cutinase family protein	Mycobacterium kansasii	1768
A0A1V3XZK4	A0A1V3XZK4_MYCKA	Cutinase (EC 3.1.1.-)	Mycobacterium kansasii	1768
A0A1V3XZY8	A0A1V3XZY8_MYCKA	Cutinase (EC 3.1.1.-)	Mycobacterium kansasii	1768
A0A1V6NK13	A0A1V6NK13_PENPO	cutinase (EC 3.1.1.74)	Penicillium polonicum	60169
A0A1V6PX15	A0A1V6PX15_9EURO	cutinase (EC 3.1.1.74)	Penicillium antarcticum	416450
A0A1V6R7D2	A0A1V6R7D2_9EURO	Cutinase	Penicillium solitum	60172
A0A1V6SBD6	A0A1V6SBD6_9EURO	cutinase (EC 3.1.1.74)	Penicillium flavigenum	254877
A0A1V6SBU9	A0A1V6SBU9_9EURO	cutinase (EC 3.1.1.74)	Penicillium vulpinum	29845
A0A1V6SIR1	A0A1V6SIR1_9EURO	Cutinase (EC 3.1.1.74)	Penicillium flavigenum	254877
A0A1V6SM00	A0A1V6SM00_9EURO	Cutinase (EC 3.1.1.74)	Penicillium steckii	303698
A0A1V6T2H4	A0A1V6T2H4_9EURO	cutinase (EC 3.1.1.74)	Penicillium flavigenum	254877
A0A1V6TL50	A0A1V6TL50_9EURO	Cutinase (EC 3.1.1.74)	Penicillium steckii	303698
A0A1V6V292	A0A1V6V292_9EURO	Cutinase	Penicillium coprophilum	36646
A0A1V6Z2R4	A0A1V6Z2R4_PENNA	cutinase (EC 3.1.1.74)	Penicillium nalgiovense	60175
A0A1V8S8H0	A0A1V8S8H0_9PEZI	cutinase (EC 3.1.1.74)	Cryoendolithus antarcticus	1507870
A0A1V8SE31	A0A1V8SE31_9PEZI	cutinase (EC 3.1.1.74)	Cryoendolithus antarcticus	1507870
A0A1V8SGY8	A0A1V8SGY8_9PEZI	cutinase (EC 3.1.1.74)	Cryoendolithus antarcticus	1507870
A0A1V8SY19	A0A1V8SY19_9PEZI	cutinase (EC 3.1.1.74)	Cryoendolithus antarcticus	1507870
A0A1V8SYY2	A0A1V8SYY2_9PEZI	Cutinase (EC 3.1.1.74)	Cryoendolithus antarcticus	1507870
A0A1V8T496	A0A1V8T496_9PEZI	Cutinase (EC 3.1.1.74)	Cryoendolithus antarcticus	1507870
A0A1V8TSH2	A0A1V8TSH2_9PEZI	cutinase (EC 3.1.1.74)	Cryoendolithus antarcticus	1507870
A0A1V8TU35	A0A1V8TU35_9PEZI	Cutinase (EC 3.1.1.74)	Cryoendolithus antarcticus	1507870
A0A1W2TF57	A0A1W2TF57_ROSNE	Cutinase (EC 3.1.1.74)	Rosellinia necatrix (White root-rot fungus)	77044
A0A1W2TI90	A0A1W2TI90_ROSNE	Cutinase (EC 3.1.1.74)	Rosellinia necatrix (White root-rot fungus)	77044
A0A1W2TVI1	A0A1W2TVI1_ROSNE	Cutinase (EC 3.1.1.74)	Rosellinia necatrix (White root-rot fungus)	77044
A0A1W5D9Z0	A0A1W5D9Z0_9LECA	Cutinase (EC 3.1.1.74)	Lasallia pustulata	136370
A0A1W6L588	A0A1W6L588_9BURK	PET hydrolase/cutinase-like domain-containing protein	Piscinibacter gummiphilus	946333
A0A1W9YQW0	A0A1W9YQW0_MYCAN	Cutinase (EC 3.1.1.-)	Mycobacterium angelicum	470074
A0A1W9YZ22	A0A1W9YZ22_MYCBA	Cutinase (EC 3.1.1.-)	Mycolicibacterium bacteremicum (Mycobacterium bacteremicum)	564198
A0A1W9Z2K8	A0A1W9Z2K8_MYCBA	Cutinase (EC 3.1.1.-)	Mycolicibacterium bacteremicum (Mycobacterium bacteremicum)	564198
A0A1W9Z2Q1	A0A1W9Z2Q1_MYCBA	Cutinase (EC 3.1.1.-)	Mycolicibacterium bacteremicum (Mycobacterium bacteremicum)	564198
A0A1W9Z3D2	A0A1W9Z3D2_MYCBA	Cutinase (EC 3.1.1.-)	Mycolicibacterium bacteremicum (Mycobacterium bacteremicum)	564198
A0A1W9Z3F1	A0A1W9Z3F1_MYCBA	Cutinase (EC 3.1.1.-)	Mycolicibacterium bacteremicum (Mycobacterium bacteremicum)	564198
A0A1W9Z3Q9	A0A1W9Z3Q9_MYCBA	Cutinase (EC 3.1.1.-)	Mycolicibacterium bacteremicum (Mycobacterium bacteremicum)	564198
A0A1W9Z3W5	A0A1W9Z3W5_MYCBA	Cutinase (EC 3.1.1.-)	Mycolicibacterium bacteremicum (Mycobacterium bacteremicum)	564198
A0A1W9Z4U3	A0A1W9Z4U3_MYCBA	Cutinase (EC 3.1.1.-)	Mycolicibacterium bacteremicum (Mycobacterium bacteremicum)	564198
A0A1W9Z773	A0A1W9Z773_MYCAN	Cutinase (EC 3.1.1.-)	Mycobacterium angelicum	470074
A0A1W9ZCH4	A0A1W9ZCH4_MYCAI	Cutinase (EC 3.1.1.-)	Mycobacterium arosiense ATCC BAA-1401 = DSM 45069	1265311
A0A1W9ZCU8	A0A1W9ZCU8_MYCAI	Cutinase (EC 3.1.1.-)	Mycobacterium arosiense ATCC BAA-1401 = DSM 45069	1265311
A0A1W9ZFN1	A0A1W9ZFN1_MYCAI	Cutinase (EC 3.1.1.-)	Mycobacterium arosiense ATCC BAA-1401 = DSM 45069	1265311
A0A1W9ZGC8	A0A1W9ZGC8_MYCAI	Cutinase (EC 3.1.1.-)	Mycobacterium arosiense ATCC BAA-1401 = DSM 45069	1265311
A0A1W9ZIW6	A0A1W9ZIW6_MYCAI	Cutinase (EC 3.1.1.-)	Mycobacterium arosiense ATCC BAA-1401 = DSM 45069	1265311
A0A1W9ZWN6	A0A1W9ZWN6_MYCAN	Cutinase (EC 3.1.1.-)	Mycobacterium angelicum	470074
A0A1W9ZX02	A0A1W9ZX02_MYCAN	Cutinase (EC 3.1.1.-)	Mycobacterium angelicum	470074
A0A1W9ZYI2	A0A1W9ZYI2_MYCAN	Cutinase (EC 3.1.1.-)	Mycobacterium angelicum	470074
A0A1X0AMC3	A0A1X0AMC3_9MYCO	Cutinase (EC 3.1.1.-)	Mycobacterium aquaticum	1927124
A0A1X0AQ37	A0A1X0AQ37_9MYCO	Cutinase (EC 3.1.1.-)	Mycobacterium aquaticum	1927124
A0A1X0AQ69	A0A1X0AQ69_9MYCO	Cutinase (EC 3.1.1.-)	Mycobacterium aquaticum	1927124
A0A1X0AQK8	A0A1X0AQK8_9MYCO	Cutinase (EC 3.1.1.-)	Mycobacterium aquaticum	1927124
A0A1X0AR53	A0A1X0AR53_9MYCO	Cutinase (EC 3.1.1.-)	Mycobacterium aquaticum	1927124
A0A1X0AVA6	A0A1X0AVA6_9MYCO	Cutinase (EC 3.1.1.-)	Mycobacterium aquaticum	1927124
A0A1X0AWA3	A0A1X0AWA3_9MYCO	Cutinase (EC 3.1.1.-)	Mycobacterium aquaticum	1927124
A0A1X0B3L1	A0A1X0B3L1_9MYCO	Cutinase (EC 3.1.1.-)	Mycobacterium aquaticum	1927124
A0A1X0CRC5	A0A1X0CRC5_9MYCO	Cutinase (EC 3.1.1.-)	Mycolicibacterium insubricum	444597
A0A1X0CUJ0	A0A1X0CUJ0_9MYCO	Cutinase (EC 3.1.1.-)	Mycolicibacterium elephantis	81858
A0A1X0D1P3	A0A1X0D1P3_9MYCO	Cutinase (EC 3.1.1.-)	Mycolicibacterium insubricum	444597
A0A1X0D1Y3	A0A1X0D1Y3_9MYCO	Cutinase (EC 3.1.1.-)	Mycolicibacterium insubricum	444597
A0A1X0D6N6	A0A1X0D6N6_9MYCO	Cutinase (EC 3.1.1.-)	Mycolicibacterium insubricum	444597
A0A1X0DI16	A0A1X0DI16_MYCHE	Cutinase (EC 3.1.1.-)	Mycobacterium heidelbergense	53376
A0A1X0DNY6	A0A1X0DNY6_9MYCO	Cutinase (EC 3.1.1.-)	Mycolicibacterium insubricum	444597
A0A1X0DUE7	A0A1X0DUE7_MYCHE	Cutinase (EC 3.1.1.-)	Mycobacterium heidelbergense	53376
A0A1X0DUN7	A0A1X0DUN7_MYCHE	Cutinase (EC 3.1.1.-)	Mycobacterium heidelbergense	53376
