protein_id	taxid	genus	species	source_db
O06319		Mycobacterium	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	UniProt
O53581		Mycobacterium	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	UniProt
P00590		Fusarium	Fusarium vanettenii (Neocosmospora pisi)	UniProt
P0DX29		Amycolatopsis	Amycolatopsis mediterranei (strain S699) (Nocardia mediterranei)	UniProt
P11373		Colletotrichum	Colletotrichum gloeosporioides (Anthracnose fungus) (Glomerella cingulata)	UniProt
P52956		Aspergillus	Aspergillus oryzae (strain ATCC 42149 / RIB 40) (Yellow koji mold)	UniProt
P9WP43		Mycobacterium	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	UniProt
Q5AVY9		Emericella	Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139) (Aspergillus nidulans)	UniProt
A8QPD8		Trichoderma	Trichoderma harzianum (Hypocrea lixii)	UniProt
B9U443		Coprinopsis	Coprinopsis cinerea (Inky cap fungus) (Hormographiella aspergillata)	UniProt
G4MZV6		Pyricularia	Pyricularia oryzae (strain 70-15 / ATCC MYA-4617 / FGSC 8958) (Rice blast fungus) (Magnaporthe oryzae)	UniProt
O07801		Mycobacterium	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	UniProt
P10951		Colletotrichum	Colletotrichum truncatum (Anthracnose fungus) (Colletotrichum capsici)	UniProt
P86010		Colletotrichum	Colletotrichum kahawae (Coffee berry disease fungus)	UniProt
P9WP41		Mycobacterium	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	UniProt
Q00298		Botryotinia	Botryotinia fuckeliana (Noble rot fungus) (Botrytis cinerea)	UniProt
Q5AX00		Emericella	Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139) (Aspergillus nidulans)	UniProt
Q79FA4		Mycobacterium	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	UniProt
Q9Y7G8		Pyrenopeziza	Pyrenopeziza brassicae	UniProt
A0A017SIZ4		Aspergillus	Aspergillus ruber (strain CBS 135680)	UniProt
A0A074YWU9		Aureobasidium	Aureobasidium subglaciale (strain EXF-2481) (Aureobasidium pullulans var. subglaciale)	UniProt
A0A090MGW0		Fusarium	Fusarium clavum	UniProt
A0A098DTU5		Gibberella	Gibberella zeae (strain ATCC MYA-4620 / CBS 123657 / FGSC 9075 / NRRL 31084 / PH-1) (Wheat head blight fungus) (Fusarium graminearum)	UniProt
A0A0A2JE47		Penicillium	Penicillium expansum (Blue mold rot fungus)	UniProt
A0A0B7K9D6		Bionectria	Bionectria ochroleuca (Gliocladium roseum)	UniProt
A0A0C4DM00		Magnaporthiopsis	Magnaporthiopsis poae (strain ATCC 64411 / 73-15) (Kentucky bluegrass fungus) (Magnaporthe poae)	UniProt
A0A0F4GU40		Zymoseptoria	Zymoseptoria brevis	UniProt
A0A0F4YEY0		Rasamsonia	Rasamsonia emersonii (strain ATCC 16479 / CBS 393.64 / IMI 116815)	UniProt
A0A0F9X9J5		Trichoderma	Trichoderma harzianum (Hypocrea lixii)	UniProt
A0A0G2E261		Diplodia	Diplodia seriata	UniProt
A0A0G2IG14		Diaporthe	Diaporthe ampelina	UniProt
A0A0G4LDC1		Verticillium	Verticillium longisporum (Verticillium dahliae var. longisporum)	UniProt
A0A0G4NIC6		Verticillium	Verticillium longisporum (Verticillium dahliae var. longisporum)	UniProt
A0A0G4PUR7		Penicillium	Penicillium camemberti (strain FM 013)	UniProt
A0A0J9VK42		Fusarium	Fusarium oxysporum f. sp. lycopersici (strain 4287 / CBS 123668 / FGSC 9935 / NRRL 34936) (Fusarium vascular wilt of tomato)	UniProt
A0A0L1J803		Aspergillus	Aspergillus nomiae NRRL (strain ATCC 15546 / NRRL 13137 / CBS 260.88 / M93)	UniProt
A0A0M8P7D6		Penicillium	Penicillium nordicum	UniProt
A0A0M9F2Q6		Fusarium	Fusarium langsethiae	UniProt
A0A0W0GAT5		Moniliophthora	Moniliophthora roreri (Frosty pod rot fungus) (Monilia roreri)	UniProt
A0A100IIR3		Aspergillus	Aspergillus niger	UniProt
A0A100IKI7		Aspergillus	Aspergillus niger	UniProt
A0A101MR00		Penicillium	Penicillium freii	UniProt
A0A135LXQ5		Penicillium	Penicillium patulum (Penicillium griseofulvum)	UniProt
A0A135S481		Colletotrichum	Colletotrichum salicis	UniProt
A0A136J6A4		Microdochium	Microdochium bolleyi	UniProt
A0A139H225		Pseudocercospora	Pseudocercospora eumusae	UniProt
A0A146FG51		Aspergillus	Aspergillus kawachii (White koji mold) (Aspergillus awamori var. kawachi)	UniProt
A0A167XND6		Penicillium	Penicillium chrysogenum (Penicillium notatum)	UniProt
A0A194W0G6		Cytospora	Cytospora mali (Apple Valsa canker fungus) (Valsa mali)	UniProt
A0A1B5L1F9		Ustilaginoidea	Ustilaginoidea virens (Rice false smut fungus) (Villosiclava virens)	UniProt
A0A1B8B4L3		Fusarium	Fusarium poae	UniProt
A0A1C3YIV2		Gibberella	Gibberella zeae (strain ATCC MYA-4620 / CBS 123657 / FGSC 9075 / NRRL 31084 / PH-1) (Wheat head blight fungus) (Fusarium graminearum)	UniProt
A0A1E3BKU6		Aspergillus	Aspergillus cristatus (Chinese Fuzhuan brick tea-fermentation fungus) (Eurotium cristatum)	UniProt
A0A1F5LFA5		Penicillium	Penicillium arizonense	UniProt
A0A1F7ZNN2		Aspergillus	Aspergillus bombycis	UniProt
A0A1J9RZ58		Diplodia	Diplodia corticola	UniProt
A0A1J9S341		Diplodia	Diplodia corticola	UniProt
A0A1L7TWJ2		Fusarium	Fusarium mangiferae (Mango malformation disease fungus)	UniProt
A0A1L7V3S0		Fusarium	Fusarium proliferatum (strain ET1) (Orchid endophyte fungus)	UniProt
A0A1L9NKL0		Aspergillus	Aspergillus tubingensis (strain CBS 134.48)	UniProt
A0A1M3TC72		Aspergillus	Aspergillus luchuensis (strain CBS 106.47)	UniProt
A0A1R3RAC0		Aspergillus	Aspergillus carbonarius (strain ITEM 5010)	UniProt
A0A1S9RVN2		Penicillium	Penicillium brasilianum	UniProt
A0A1V6NJN1		Penicillium	Penicillium polonicum	UniProt
A0A1V6Q0G8		Penicillium	Penicillium antarcticum	UniProt
A0A1V6RKG7		Penicillium	Penicillium solitum	UniProt
A0A1V6TCM4		Penicillium	Penicillium steckii	UniProt
A0A1V6TXJ4		Penicillium	Penicillium flavigenum	UniProt
A0A1V6YEY5		Penicillium	Penicillium nalgiovense	UniProt
A0A1V6YI47		Penicillium	Penicillium nalgiovense	UniProt
A0A1V8TUH0		Cryoendolithus	Cryoendolithus antarcticus	UniProt
A0A1Y6L6D1		Zymoseptoria	Zymoseptoria tritici ST99CH_1A5	UniProt
A0A1Z5SLJ0		Hortaea	Hortaea werneckii EXF-2000	UniProt
A0A1Z5T029		Hortaea	Hortaea werneckii EXF-2000	UniProt
A0A1Z5TB42		Hortaea	Hortaea werneckii EXF-2000	UniProt
A0A1Z5TJQ9		Hortaea	Hortaea werneckii EXF-2000	UniProt
A0A1Z5TTD0		Hortaea	Hortaea werneckii EXF-2000	UniProt
A0A2H1FN55		Zymoseptoria	Zymoseptoria tritici ST99CH_1E4	UniProt
A0A2H3HRH4		Fusarium	Fusarium oxysporum f. sp. radicis-cucumerinum	UniProt
A0A2H3SV99		Fusarium	Fusarium oxysporum (Fusarium vascular wilt)	UniProt
A0A2I2G3D5		Aspergillus	Aspergillus steynii IBT 23096	UniProt
A0A2I2GLW0		Aspergillus	Aspergillus steynii IBT 23096	UniProt
A0A2J6QV25		Hyaloscypha	Hyaloscypha variabilis (strain UAMH 11265 / GT02V1 / F) (Meliniomyces variabilis)	UniProt
A0A2K0W6I5		Gibberella	Gibberella nygamai (Bean root rot disease fungus) (Fusarium nygamai)	UniProt
A0A2K1QGH0		Sphaceloma	Sphaceloma murrayae	UniProt
A0A2L2T3Q7		Fusarium	Fusarium venenatum	UniProt
A0A2P5HJM6		Diaporthe	Diaporthe helianthi	UniProt
A0A2P7YEU1		Elsinoe	Elsinoe australis	UniProt
A0A2T2NE53		Corynespora	Corynespora cassiicola Philippines	UniProt
A0A2T3ACM7		Coniella	Coniella lustricola	UniProt
A0A2T4HAI9		Fusarium	Fusarium culmorum	UniProt
A0A2U3DZK7		Purpureocillium	Purpureocillium lilacinum (Paecilomyces lilacinus)	UniProt
A0A2W1DFW0		Pyrenophora	Pyrenophora tritici-repentis	UniProt
A0A317X6E5		Aspergillus	Aspergillus sclerotioniger CBS 115572	UniProt
A0A318ZBM0		Aspergillus	Aspergillus saccharolyticus JOP 1030-1	UniProt
A0A319C9I2		Aspergillus	Aspergillus uvarum CBS 121591	UniProt
A0A319CBV2		Aspergillus	Aspergillus vadensis (strain CBS 113365 / IMI 142717 / IBT 24658)	UniProt
A0A364N0H4		Stemphylium	Stemphylium lycopersici (Tomato gray leaf spot disease fungus) (Thyrospora lycopersici)	UniProt
A0A365MS55		Gibberella	Gibberella intermedia (Bulb rot disease fungus) (Fusarium proliferatum)	UniProt
A0A366SC12		Fusarium	Fusarium coffeatum	UniProt
A0A395GHT6		Aspergillus	Aspergillus ibericus CBS 121593	UniProt
A0A395MZH9		Fusarium	Fusarium flagelliforme	UniProt
A0A395RJW9		Fusarium	Fusarium sporotrichioides	UniProt
A0A395RVG2		Fusarium	Fusarium longipes	UniProt
A0A3D8RFV8		Coleophoma	Coleophoma cylindrospora	UniProt
A0A3D8RKW1		Aspergillus	Aspergillus mulundensis	UniProt
A0A3L6P5M3		Fusarium	Fusarium oxysporum f. sp. cepae	UniProt
A0A3M6XC17		Hortaea	Hortaea werneckii (Black yeast) (Cladosporium werneckii)	UniProt
A0A3M6XLZ0		Hortaea	Hortaea werneckii (Black yeast) (Cladosporium werneckii)	UniProt
A0A3M6YBD7		Hortaea	Hortaea werneckii (Black yeast) (Cladosporium werneckii)	UniProt
A0A3M6YXB7		Hortaea	Hortaea werneckii (Black yeast) (Cladosporium werneckii)	UniProt
A0A3M6ZB58		Hortaea	Hortaea werneckii (Black yeast) (Cladosporium werneckii)	UniProt
A0A3M6ZKJ9		Hortaea	Hortaea werneckii (Black yeast) (Cladosporium werneckii)	UniProt
A0A3M6ZVB5		Hortaea	Hortaea werneckii (Black yeast) (Cladosporium werneckii)	UniProt
A0A3M6ZZL0		Hortaea	Hortaea werneckii (Black yeast) (Cladosporium werneckii)	UniProt
A0A3M7B868		Hortaea	Hortaea werneckii (Black yeast) (Cladosporium werneckii)	UniProt
A0A3M7BKV3		Hortaea	Hortaea werneckii (Black yeast) (Cladosporium werneckii)	UniProt
A0A3M7C1E9		Hortaea	Hortaea werneckii (Black yeast) (Cladosporium werneckii)	UniProt
A0A3M7CCN9		Hortaea	Hortaea werneckii (Black yeast) (Cladosporium werneckii)	UniProt
A0A3M7CVQ4		Hortaea	Hortaea werneckii (Black yeast) (Cladosporium werneckii)	UniProt
A0A3M7DBF4		Hortaea	Hortaea werneckii (Black yeast) (Cladosporium werneckii)	UniProt
A0A3M7DRG9		Hortaea	Hortaea werneckii (Black yeast) (Cladosporium werneckii)	UniProt
A0A3M7EE03		Hortaea	Hortaea werneckii (Black yeast) (Cladosporium werneckii)	UniProt
A0A3M7EGK9		Hortaea	Hortaea werneckii (Black yeast) (Cladosporium werneckii)	UniProt
A0A3M7EGY9		Hortaea	Hortaea werneckii (Black yeast) (Cladosporium werneckii)	UniProt
A0A3M7ER26		Hortaea	Hortaea werneckii (Black yeast) (Cladosporium werneckii)	UniProt
A0A3M7EV30		Hortaea	Hortaea werneckii (Black yeast) (Cladosporium werneckii)	UniProt
A0A3M7EW33		Hortaea	Hortaea werneckii (Black yeast) (Cladosporium werneckii)	UniProt
A0A3M7FWR3		Hortaea	Hortaea werneckii (Black yeast) (Cladosporium werneckii)	UniProt
A0A3M7G418		Hortaea	Hortaea werneckii (Black yeast) (Cladosporium werneckii)	UniProt
A0A3M7G5Y6		Hortaea	Hortaea werneckii (Black yeast) (Cladosporium werneckii)	UniProt
A0A3M7GYY0		Hortaea	Hortaea werneckii (Black yeast) (Cladosporium werneckii)	UniProt
A0A3M7H0Y5		Hortaea	Hortaea werneckii (Black yeast) (Cladosporium werneckii)	UniProt
A0A3M7H8I0		Hortaea	Hortaea werneckii (Black yeast) (Cladosporium werneckii)	UniProt
A0A3M7HCW0		Hortaea	Hortaea werneckii (Black yeast) (Cladosporium werneckii)	UniProt
A0A3M7HEC2		Hortaea	Hortaea werneckii (Black yeast) (Cladosporium werneckii)	UniProt
A0A3M7I6P1		Hortaea	Hortaea werneckii (Black yeast) (Cladosporium werneckii)	UniProt
A0A3M7IG51		Hortaea	Hortaea werneckii (Black yeast) (Cladosporium werneckii)	UniProt
A0A3M7ILY7		Hortaea	Hortaea werneckii (Black yeast) (Cladosporium werneckii)	UniProt
A0A3M7J4W4		Hortaea	Hortaea werneckii (Black yeast) (Cladosporium werneckii)	UniProt
A0A3M7J8F3		Hortaea	Hortaea werneckii (Black yeast) (Cladosporium werneckii)	UniProt
A0A3M7JBW5		Hortaea	Hortaea werneckii (Black yeast) (Cladosporium werneckii)	UniProt
A0A420NRT6		Fusarium	Fusarium oxysporum (Fusarium vascular wilt)	UniProt
A0A420PQY5		Fusarium	Fusarium oxysporum (Fusarium vascular wilt)	UniProt
A0A420SFI8		Gibberella	Gibberella intermedia (Bulb rot disease fungus) (Fusarium proliferatum)	UniProt
A0A4E9ENN3		Gibberella	Gibberella zeae (Wheat head blight fungus) (Fusarium graminearum)	UniProt
A0A4Q2W9R9		Fusarium	Fusarium oxysporum f. sp. narcissi	UniProt
A0A4Q4SSH7		Alternaria	Alternaria arborescens	UniProt
A0A4S3JLE8		Aspergillus	Aspergillus tanneri	UniProt
A0A4S8SEH4		Aureobasidium	Aureobasidium pullulans (Black yeast) (Pullularia pullulans)	UniProt
A0A4S8Z703		Aureobasidium	Aureobasidium pullulans (Black yeast) (Pullularia pullulans)	UniProt
A0A4S9EN84		Aureobasidium	Aureobasidium pullulans (Black yeast) (Pullularia pullulans)	UniProt
A0A4S9M012		Aureobasidium	Aureobasidium pullulans (Black yeast) (Pullularia pullulans)	UniProt
A0A4S9T109		Aureobasidium	Aureobasidium pullulans (Black yeast) (Pullularia pullulans)	UniProt
A0A4S9WUN2		Aureobasidium	Aureobasidium pullulans (Black yeast) (Pullularia pullulans)	UniProt
A0A4S9X5S7		Aureobasidium	Aureobasidium pullulans (Black yeast) (Pullularia pullulans)	UniProt
A0A4T0BKX6		Aureobasidium	Aureobasidium pullulans (Black yeast) (Pullularia pullulans)	UniProt
A0A4T0CU86		Aureobasidium	Aureobasidium pullulans (Black yeast) (Pullularia pullulans)	UniProt
A0A4U0TJQ6		Salinomyces	Salinomyces thailandicus	UniProt
A0A4U0TZC6		Salinomyces	Salinomyces thailandicus	UniProt
A0A4U0UB91		Salinomyces	Salinomyces thailandicus	UniProt
A0A4U7AP53		Elsinoe	Elsinoe australis	UniProt
A0A4U9ER75		Gibberella	Gibberella zeae (Wheat head blight fungus) (Fusarium graminearum)	UniProt
A0A4V1C7S7		Pyricularia	Pyricularia oryzae (Rice blast fungus) (Magnaporthe oryzae)	UniProt
A0A4V4IBG3		Aureobasidium	Aureobasidium pullulans (Black yeast) (Pullularia pullulans)	UniProt
A0A4Z1P3T0		Venturia	Venturia nashicola	UniProt
A0A4Z1PCH0		Venturia	Venturia nashicola	UniProt
A0A4Z1PSH0		Venturia	Venturia nashicola	UniProt
A0A507DBT8		Synchytrium	Synchytrium endobioticum	UniProt
A0A517L0X3		Venturia	Venturia effusa	UniProt
A0A517L5J7		Venturia	Venturia effusa	UniProt
A0A517LCX5		Venturia	Venturia effusa	UniProt
A0A559L1V9		Fusarium	Fusarium oxysporum f. sp. cubense	UniProt
A0A559LAJ7		Fusarium	Fusarium oxysporum f. sp. cubense	UniProt
A0A5C6STW8		Fusarium	Fusarium oxysporum f. sp. cubense	UniProt
A0A5C6SYS2		Fusarium	Fusarium oxysporum f. sp. cubense	UniProt
A0A5N5DA88		Lasiodiplodia	Lasiodiplodia theobromae	UniProt
A0A5N6HAQ8		Aspergillus	Aspergillus flavus	UniProt
A0A5N6JC83		Aspergillus	Aspergillus minisclerotigenes	UniProt
A0A5N6TL99		Aspergillus	Aspergillus avenaceus	UniProt
A0A5N6TT50		Aspergillus	Aspergillus avenaceus	UniProt
A0A6A5UD25		Byssothecium	Byssothecium circinans	UniProt
A0A6A6D350		Zasmidium	Zasmidium cellare ATCC 36951	UniProt
A0A6A6HWJ1		Trematosphaeria	Trematosphaeria pertusa	UniProt
A0A6A6U7K6		Microthyrium	Microthyrium microscopicum	UniProt
A0A6G1FWJ7		Eremomyces	Eremomyces bilateralis CBS 781.70	UniProt
A0A6G1G4Q1		Eremomyces	Eremomyces bilateralis CBS 781.70	UniProt
A0A6G1GIT3		Aulographum	Aulographum hederae CBS 113979	UniProt
A0A6G1GLJ4		Aulographum	Aulographum hederae CBS 113979	UniProt
A0A6G1HNA7		Trichodelitschia	Trichodelitschia bisporula	UniProt
A0A6G1HPA6		Trichodelitschia	Trichodelitschia bisporula	UniProt
A0A6G1HPJ6		Trichodelitschia	Trichodelitschia bisporula	UniProt
A0A6G1HY92		Trichodelitschia	Trichodelitschia bisporula	UniProt
A0A7R7VRR7		Aspergillus	Aspergillus chevalieri (Eurotium chevalieri)	UniProt
A0A7R8AV91		Aspergillus	Aspergillus puulaauensis	UniProt
A0A7S8DEY3		Fusarium	Fusarium culmorum	UniProt
A0A7S8HWX6		Fusarium	Fusarium culmorum	UniProt
A0A8H3U1M3		Venturia	Venturia inaequalis (Apple scab fungus)	UniProt
A0A8H3UAV2		Venturia	Venturia inaequalis (Apple scab fungus)	UniProt
A0A8H3YS28		Venturia	Venturia inaequalis (Apple scab fungus)	UniProt
A0A8H4IJF8		Botryosphaeria	Botryosphaeria dothidea	UniProt
A0A8H4JVP4		Fusarium	Fusarium acutatum	UniProt
A0A8H4NUW8		Fusarium	Fusarium austroafricanum	UniProt
A0A8H4T9L9		Fusarium	Fusarium gaditjirri	UniProt
A0A8H4W4A3		Cudoniella	Cudoniella acicularis	UniProt
A0A8H4XA55		Fusarium	Fusarium sarcochroum	UniProt
A0A8H4XJC8		Fusarium	Fusarium zealandicum	UniProt
A0A8H4ZF68		Fusarium	Fusarium anthophilum	UniProt
A0A8H5J756		Fusarium	Fusarium mexicanum	UniProt
A0A8H5N0Q8		Fusarium	Fusarium phyllophilum	UniProt
A0A8H5NLG4		Fusarium	Fusarium napiforme	UniProt
A0A8H5PKL4		Fusarium	Fusarium pseudocircinatum	UniProt
A0A8H5PLW9		Fusarium	Fusarium pseudoanthophilum	UniProt
A0A8H5PSX2		Gibberella	Gibberella subglutinans (Fusarium subglutinans)	UniProt
A0A8H5RCN8		Fusarium	Fusarium tjaetaba	UniProt
A0A8H5TEQ3		Fusarium	Fusarium circinatum (Pitch canker fungus) (Gibberella circinata)	UniProt
A0A8H5TLN7		Fusarium	Fusarium heterosporum	UniProt
A0A8H5XLF4		Fusarium	Fusarium denticulatum	UniProt
A0A8H5Y177		Fusarium	Fusarium globosum	UniProt
A0A8H5YXE2		Fusarium	Fusarium mundagurra	UniProt
A0A8H6H2G3		Fusarium	Fusarium oxysporum f. sp. conglutinans	UniProt
A0A8H6PSV7		Aspergillus	Aspergillus hiratsukae	UniProt
A0A8J5UIJ5		Fusarium	Fusarium oxysporum f. sp. raphani	UniProt
A0A8J8WJ12		Penicillium	Penicillium ucsense	UniProt
A0A8K0KT85		Elsinoe	Elsinoe batatas	UniProt
A0A8K0L9X3		Elsinoe	Elsinoe batatas	UniProt
A0A8K0SA54		Fusarium	Fusarium tricinctum	UniProt
A0A8T8X6B2		Aspergillus	Aspergillus japonicus CBS 114.51	UniProt
A0A9N8RI59		Gibberella	Gibberella zeae (Wheat head blight fungus) (Fusarium graminearum)	UniProt
A0A9N9KM89		Hymenoscyphus	Hymenoscyphus fraxineus	UniProt
A0A9N9LCP2		Hymenoscyphus	Hymenoscyphus fraxineus	UniProt
A0A9N9LRE3		Hymenoscyphus	Hymenoscyphus albidus	UniProt
A0A9N9Z0X0		Clonostachys	Clonostachys solani	UniProt
A0A9P4MID0		Myriangium	Myriangium duriaei CBS 260.36	UniProt
A0A9P4NHA4		Tothia	Tothia fuscella	UniProt
A0A9P4TBT9		Curvularia	Curvularia kusanoi (Cochliobolus kusanoi)	UniProt
A0A9P5ACS9		Fusarium	Fusarium beomiforme	UniProt
A0A9P5EHM8		Fusarium	Fusarium agapanthi	UniProt
A0A9P5L653		Cylindrodendrum	Cylindrodendrum hubeiense	UniProt
A0A9P7KW54		Fusarium	Fusarium avenaceum	UniProt
A0A9P7LFQ5		Fusarium	Fusarium xylarioides	UniProt
A0A9P7RJB1		Colletotrichum	Colletotrichum scovillei	UniProt
A0A9P8DRL3		Fusarium	Fusarium musae	UniProt
A0A9P8E8T0		Aureobasidium	Aureobasidium melanogenum (Aureobasidium pullulans var. melanogenum)	UniProt
A0A9P8EEX7		Aureobasidium	Aureobasidium melanogenum (Aureobasidium pullulans var. melanogenum)	UniProt
A0A9P9DWD9		Dendryphion	Dendryphion nanum	UniProt
A0A9P9EQT6		Dactylonectria	Dactylonectria estremocensis	UniProt
A0A9P9KYD7		Fusarium	Fusarium redolens	UniProt
A0A9Q8L8Z2		Passalora	Passalora fulva (Tomato leaf mold) (Cladosporium fulvum)	UniProt
A0A9Q8WKU3		Colletotrichum	Colletotrichum lupini	UniProt
A0A9Q8ZJB9		Curvularia	Curvularia clavata	UniProt
A0A9Q9ELL9		Septoria	Septoria linicola	UniProt
A0A9W4HGM8		Penicillium	Penicillium olsonii	UniProt
A0A9W4INT3		Penicillium	Penicillium salamii	UniProt
A0A9W4NNB5		Penicillium	Penicillium salamii	UniProt
A0A9W4NXG0		Penicillium	Penicillium salamii	UniProt
A0A9W7W322		Teratosphaeria	Teratosphaeria destructans	UniProt
A0A9W8U9A6		Fusarium	Fusarium irregulare	UniProt
A0A9W8VH35		Fusarium	Fusarium torreyae	UniProt
A0A9W8YPH7		Gnomoniopsis	Gnomoniopsis smithogilvyi	UniProt
A0A9W9CDB1		Didymosphaeria	Didymosphaeria variabile	UniProt
A0A9W9NLH8		Penicillium	Penicillium citrinum	UniProt
A0A9W9R2N0		Penicillium	Penicillium brevicompactum	UniProt
A0A9W9RN59		Penicillium	Penicillium brevicompactum	UniProt
A0A9W9S8F5		Penicillium	Penicillium concentricum	UniProt
A0A9W9VSU7		Penicillium	Penicillium cosmopolitanum	UniProt
A0A9W9XHG1		Penicillium	Penicillium diatomitis	UniProt
A0AA40CGM9		Lasiodiplodia	Lasiodiplodia hormozganensis	UniProt
A0AA97NN23		Pyricularia	Pyricularia oryzae (strain Y34) (Rice blast fungus) (Magnaporthe oryzae)	UniProt
A0AA97PFW6		Pyricularia	Pyricularia oryzae (strain Y34) (Rice blast fungus) (Magnaporthe oryzae)	UniProt
A0AAD6IF84		Penicillium	Penicillium canescens	UniProt
A0AAD6Z6D0		Mycena	Mycena albidolilacea	UniProt
A0AAD9S5E7		Phomopsis	Phomopsis amygdali (Fusicoccum amygdali)	UniProt
A0AAE0DRB7		Lepraria	Lepraria neglecta	UniProt
A0AAE8M8L2		Fusarium	Fusarium torulosum	UniProt
A0AAN5C2R9		Aspergillus	Aspergillus oryzae (Yellow koji mold)	UniProt
A0AAN5Z264		Fusarium	Fusarium austroamericanum	UniProt
A0AAN5Z703		Fusarium	Fusarium austroamericanum	UniProt
A0AAN7CMV1		Corynascus	Corynascus novoguineensis	UniProt
A0AAV9JXN6		Oleoguttula	Oleoguttula mirabilis	UniProt
A0AAW0CSE7		Paramarasmius	Paramarasmius palmivorus	UniProt
A1C9G0		Aspergillus	Aspergillus clavatus (strain ATCC 1007 / CBS 513.65 / DSM 816 / NCTC 3887 / NRRL 1 / QM 1276 / 107)	UniProt
A1CSZ4		Aspergillus	Aspergillus clavatus (strain ATCC 1007 / CBS 513.65 / DSM 816 / NCTC 3887 / NRRL 1 / QM 1276 / 107)	UniProt
A1CVT3		Neosartorya	Neosartorya fischeri (strain ATCC 1020 / DSM 3700 / CBS 544.65 / FGSC A1164 / JCM 1740 / NRRL 181 / WB 181) (Aspergillus fischerianus)	UniProt
A1D9W1		Neosartorya	Neosartorya fischeri (strain ATCC 1020 / DSM 3700 / CBS 544.65 / FGSC A1164 / JCM 1740 / NRRL 181 / WB 181) (Aspergillus fischerianus)	UniProt
A1DGN0		Neosartorya	Neosartorya fischeri (strain ATCC 1020 / DSM 3700 / CBS 544.65 / FGSC A1164 / JCM 1740 / NRRL 181 / WB 181) (Aspergillus fischerianus)	UniProt
A2R2W3		Aspergillus	Aspergillus niger (strain ATCC MYA-4892 / CBS 513.88 / FGSC A1513)	UniProt
A5ABE6		Aspergillus	Aspergillus niger (strain ATCC MYA-4892 / CBS 513.88 / FGSC A1513)	UniProt
B0XRY3		Aspergillus	Aspergillus fumigatus (strain CBS 144.89 / FGSC A1163 / CEA10) (Neosartorya fumigata)	UniProt
B0Y537		Aspergillus	Aspergillus fumigatus (strain CBS 144.89 / FGSC A1163 / CEA10) (Neosartorya fumigata)	UniProt
B0YEP5		Aspergillus	Aspergillus fumigatus (strain CBS 144.89 / FGSC A1163 / CEA10) (Neosartorya fumigata)	UniProt
B2W6J7		Pyrenophora	Pyrenophora tritici-repentis (strain Pt-1C-BFP) (Wheat tan spot fungus) (Drechslera tritici-repentis)	UniProt
B6H2E9		Penicillium	Penicillium rubens (strain ATCC 28089 / DSM 1075 / NRRL 1951 / Wisconsin 54-1255) (Penicillium chrysogenum)	UniProt
B6H497		Penicillium	Penicillium rubens (strain ATCC 28089 / DSM 1075 / NRRL 1951 / Wisconsin 54-1255) (Penicillium chrysogenum)	UniProt
B6HLS9		Penicillium	Penicillium rubens (strain ATCC 28089 / DSM 1075 / NRRL 1951 / Wisconsin 54-1255) (Penicillium chrysogenum)	UniProt
B8MVS3		Aspergillus	Aspergillus flavus (strain ATCC 200026 / FGSC A1120 / IAM 13836 / NRRL 3357 / JCM 12722 / SRRC 167)	UniProt
B8NBB2		Aspergillus	Aspergillus flavus (strain ATCC 200026 / FGSC A1120 / IAM 13836 / NRRL 3357 / JCM 12722 / SRRC 167)	UniProt
B8NCM8		Aspergillus	Aspergillus flavus (strain ATCC 200026 / FGSC A1120 / IAM 13836 / NRRL 3357 / JCM 12722 / SRRC 167)	UniProt
C8VJF5		Emericella	Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139) (Aspergillus nidulans)	UniProt
